Date,Service,log.dd.version,@log.total_tokens,@log.invoke_chain_time_in_seconds,Message
2024-04-14T07:16:14.970Z,"""cape-core""","""1.755.0""",532,0.7783856391906740,Producing a FLTR evaluation for 0723e470-1938-4c9d-ad6e-480dcb0bc917
2024-04-14T07:06:09.678Z,"""cape-core""","""1.755.0""",421,0.7525856494903560,Producing a PHSH evaluation for 0b957e67-5b91-45d7-a13f-4d6e7ebe909b
2024-04-14T07:06:01.225Z,"""cape-core""","""1.755.0""",276,2.3686094284057600,Producing a PHSH evaluation for 40c82e22-3d24-4d0d-8462-49f0c21d3c7c
2024-04-14T07:03:10.177Z,"""cape-core""","""1.755.0""",373,3.3291068077087400,Producing a PHSH evaluation for 3f3d498c-a997-4986-80d8-40876c30572d
2024-04-14T07:03:07.304Z,"""cape-core""","""1.755.0""",373,0.7288548946380620,Producing a PHSH evaluation for 1cfcbf99-dd72-4ccf-a50c-43333455cd02
2024-04-14T06:52:54.780Z,"""cape-core""","""1.755.0""",5310,3.3721609115600600,Producing a BNGN evaluation for 2b162f0a-9ba0-404b-b874-4495a88529d7
2024-04-14T06:50:53.038Z,"""cape-core""","""1.755.0""",2612,2.9602468013763400,Producing a GREY evaluation for dd42204a-ebba-4908-aa9a-48558004bdd5
2024-04-14T06:43:27.888Z,"""cape-core""","""1.755.0""",279,0.7711944580078130,Producing a PHSH evaluation for e16d1e24-098b-4cfd-95e8-46f13ad88251
2024-04-14T06:34:41.150Z,"""cape-core""","""1.755.0""",445,1.2525222301483200,Producing a SPAM evaluation for 63c817a3-f1a8-4689-bb1c-431d11e65c41
2024-04-14T06:24:33.614Z,"""cape-core""","""1.755.0""",421,0.7298147678375240,Producing a SPAM evaluation for 30dca923-4713-4dd4-92fb-43486531fb66
2024-04-14T06:17:17.446Z,"""cape-core""","""1.755.0""",1420,0.8755645751953130,Producing a BNGN evaluation for 48bcd9a5-6449-47b3-8a35-4a9ea6386c46
2024-04-14T06:06:50.443Z,"""cape-core""","""1.755.0""",410,0.7345407009124760,Producing a SPAM evaluation for bd75fe9a-94cf-439c-b62d-443e48fac9f0
2024-04-14T05:55:02.383Z,"""cape-core""","""1.755.0""",5078,1.5960700511932400,Producing a SPAM evaluation for dc549a42-44bf-46ee-96e5-4aec47d3f88c
2024-04-14T05:54:33.549Z,"""cape-core""","""1.755.0""",296,0.8460361957550050,Producing a PHSH evaluation for 51ee3b3f-ef6e-4419-b65c-4c008aad9b5f
2024-04-14T05:53:01.193Z,"""cape-core""","""1.755.0""",241,3.487520933151250,Producing a PHSH evaluation for 055c39d4-48c7-492c-984d-456a8f7b8509
2024-04-14T05:39:39.366Z,"""cape-core""","""1.755.0""",534,0.8723175525665280,Producing a FLTR evaluation for 292616cc-102b-4253-83a5-4353246abd24
2024-04-14T05:33:56.765Z,"""cape-core""","""1.755.0""",690,0.8672807216644290,Producing a PHSH evaluation for b69199c2-cabb-4b74-bb1e-4d718f3d4a95
2024-04-14T05:33:06.687Z,"""cape-core""","""1.755.0""",1488,0.8716940879821780,Producing a BNGN evaluation for 58316ac2-a52e-431d-9087-48f5f914e3e0
2024-04-14T05:22:33.559Z,"""cape-core""","""1.755.0""",1120,0.908064603805542,Producing a PHSH evaluation for 51c35b65-5899-491d-9948-4e7c18efa692
2024-04-14T05:21:38.334Z,"""cape-core""","""1.755.0""",535,0.6535897254943850,Producing a FLTR evaluation for 2380a163-948f-497b-b88c-4bd0215364d1
2024-04-14T05:21:14.198Z,"""cape-core""","""1.755.0""",319,1.4397656917572000,Producing a PHSH evaluation for 0ca573a6-5c28-4e39-bd5a-444d665f0125
2024-04-14T05:21:13.529Z,"""cape-core""","""1.755.0""",319,0.7626073360443120,Producing a PHSH evaluation for 5bb45d4d-53c9-46fb-a782-46a3e1fe2055
2024-04-14T05:09:05.360Z,"""cape-core""","""1.755.0""",322,2.8027427196502700,Producing a PHSH evaluation for b953849b-6823-4b40-a49a-4b25745bf1c8
2024-04-14T05:09:05.051Z,"""cape-core""","""1.755.0""",322,0.6974213123321530,Producing a PHSH evaluation for 05895735-95f8-489d-94c5-40f0b29941ba
2024-04-14T04:57:17.682Z,"""cape-core""","""1.755.0""",912,0.9293181896209720,Producing a PHSH evaluation for 0a68ca81-d2fe-41bb-8488-4979ddfcd65e
2024-04-14T04:55:29.258Z,"""cape-core""","""1.755.0""",892,1.5313234329223600,Producing a PHSH evaluation for aa26ae23-4de2-4a17-919e-4d8718e1226c
2024-04-14T04:55:24.845Z,"""cape-core""","""1.755.0""",905,0.9959554672241210,Producing a PHSH evaluation for 7c4738af-b2b1-4cd0-abfc-4d22323704a2
2024-04-14T04:55:20.905Z,"""cape-core""","""1.755.0""",907,0.977001428604126,Producing a PHSH evaluation for f1079284-14c6-44eb-860e-471dcb3a0511
2024-04-14T04:33:19.608Z,"""cape-core""","""1.755.0""",992,0.837047815322876,Producing a PHSH evaluation for cf30cb92-ebde-4acd-bd51-4c69fb364a54
2024-04-14T04:29:56.181Z,"""cape-core""","""1.755.0""",505,0.7764239311218260,Producing a PHSH evaluation for 77541d97-c566-4e3e-bc4d-4ccec446a8a0
2024-04-14T04:26:44.154Z,"""cape-core""","""1.755.0""",385,0.6835808753967290,Producing a PHSH evaluation for a60807c2-1c08-41a1-a0af-44d2ea1cf31f
2024-04-14T04:18:14.488Z,"""cape-core""","""1.755.0""",535,0.7313385009765630,Producing a SPAM evaluation for 0cc54a2a-5750-4ec3-bf71-40c30d69302e
2024-04-14T04:16:00.245Z,"""cape-core""","""1.755.0""",275,0.7574830055236820,Producing a PHSH evaluation for 5e418e64-89d1-4970-ae33-4dc1bfe98fa9
2024-04-14T04:02:58.683Z,"""cape-core""","""1.755.0""",422,0.9539890289306640,Producing a SPAM evaluation for 78ffce06-4a5f-427e-9e4d-4fa2d1bc7758
2024-04-14T04:00:11.137Z,"""cape-core""","""1.755.0""",450,0.7131822109222410,Producing a SPAM evaluation for 30347450-f929-4bde-b32e-4c8fd86326d0
2024-04-14T03:59:44.665Z,"""cape-core""","""1.755.0""",310,0.7845864295959470,Producing a FLTR evaluation for 44565da4-dbb7-4b38-a53c-4d80b3a43eca
2024-04-14T03:56:42.483Z,"""cape-core""","""1.755.0""",530,0.7184522151947020,Producing a SPAM evaluation for b6bc28b8-8ea0-4766-8775-4d057b893783
2024-04-14T03:54:10.301Z,"""cape-core""","""1.755.0""",345,1.5694339275360100,Producing a PHSH evaluation for c473c443-4af4-49ac-bac0-4dccc4fbe981
2024-04-14T03:54:10.167Z,"""cape-core""","""1.755.0""",345,0.7328755855560300,Producing a PHSH evaluation for 81f4db8b-b3a2-47de-a8d0-4b9e8a65cd4d
2024-04-14T03:52:24.235Z,"""cape-core""","""1.755.0""",724,2.6770071983337400,Producing a PHSH evaluation for ad1bdde4-ab61-474e-a2cc-47aed98cae81
2024-04-14T03:46:01.418Z,"""cape-core""","""1.755.0""",303,0.721055269241333,Producing a PHSH evaluation for 9c6b8dff-ce0c-4a7f-9015-4dec9add3b54
2024-04-14T03:42:32.357Z,"""cape-core""","""1.755.0""",515,0.7738900184631350,Producing a PHSH evaluation for 8793958f-77a4-457e-ae45-4e03d275c804
2024-04-14T03:37:54.434Z,"""cape-core""","""1.755.0""",576,0.7028360366821290,Producing a SPAM evaluation for 96fb85bc-befc-4590-ab47-45258907e1d1
2024-04-14T03:36:48.060Z,"""cape-core""","""1.755.0""",428,0.6971046924591060,Producing a SPAM evaluation for 7ee3445c-bae2-4871-8453-4cf14a38870b
2024-04-14T03:36:38.652Z,"""cape-core""","""1.755.0""",522,0.8514504432678220,Producing a SPAM evaluation for d578a3ee-4bc2-4644-9a50-405dcc92f6f6
2024-04-14T03:26:10.632Z,"""cape-core""","""1.755.0""",423,1.8985416889190700,Producing a SPAM evaluation for 2bb1a048-2958-4d91-b68b-42969c1a3482
2024-04-14T03:24:59.413Z,"""cape-core""","""1.755.0""",237,0.7062921524047850,Producing a PHSH evaluation for f691d58e-0c19-4cea-a69c-4a06568335c1
2024-04-14T03:23:42.631Z,"""cape-core""","""1.755.0""",1257,2.7900946140289300,Producing a SPAM evaluation for 8c7e731d-69c5-4de9-aa87-17605c9a7198
2024-04-14T03:14:33.845Z,"""cape-core""","""1.755.0""",568,1.0707042217254600,Producing a SPAM evaluation for feb92e96-7a52-4355-baea-44eb05783741
2024-04-14T03:13:56.086Z,"""cape-core""","""1.755.0""",676,1.3302690982818600,Producing a SPAM evaluation for b6b9ea8a-800c-464c-bb5c-41b3d348f249
2024-04-14T03:13:55.721Z,"""cape-core""","""1.755.0""",676,0.8060653209686280,Producing a SPAM evaluation for 070b692c-6fc2-4046-9636-407874a1d868
2024-04-14T03:11:22.119Z,"""cape-core""","""1.755.0""",245,0.7914841175079350,Producing a PHSH evaluation for c248d6a6-c5e3-4a34-9341-4442736b21d7
2024-04-14T03:05:37.757Z,"""cape-core""","""1.755.0""",281,1.2632701396942100,Producing a PHSH evaluation for 0acc181e-7a6f-4db6-a2e9-4c9269d81724
2024-04-14T03:02:14.709Z,"""cape-core""","""1.755.0""",881,0.8782651424407960,Producing a PHSH evaluation for fbe9d5bf-db17-41ec-9b29-461ddc85aa2e
2024-04-14T02:58:24.152Z,"""cape-core""","""1.755.0""",465,2.0820891857147200,Producing a PHSH evaluation for 3e5dc6ba-482d-411a-9d7e-1b7e33be1d93
2024-04-14T02:55:07.083Z,"""cape-core""","""1.755.0""",1572,0.8838958740234380,Producing a PHSH evaluation for c703de0d-c1ee-4c9b-b247-4e7e7ea1ac70
2024-04-14T02:47:18.185Z,"""cape-core""","""1.755.0""",278,0.7060527801513670,Producing a PHSH evaluation for 25b02ef6-046f-44fd-888d-410b050be63d
2024-04-14T02:27:35.305Z,"""cape-core""","""1.755.0""",881,0.7739877700805660,Producing a PHSH evaluation for c3bc0b1b-f6e2-499c-b004-492a464d9ec3
2024-04-14T02:24:48.589Z,"""cape-core""","""1.755.0""",1608,0.8236174583435060,Producing a PHSH evaluation for 6bb74aad-fd6e-40c0-aa05-403bd0383fa6
2024-04-14T02:15:01.496Z,"""cape-core""","""1.755.0""",405,0.6940016746521000,Producing a SPAM evaluation for 019ea405-39c5-4ac5-acba-41795b7ee1c5
2024-04-14T02:04:48.960Z,"""cape-core""","""1.755.0""",505,1.447490930557250,Producing a SPAM evaluation for 493095ac-04dc-4411-9cb5-4f9927edb88b
2024-04-14T01:23:54.476Z,"""cape-core""","""1.755.0""",686,2.648040533065800,Producing a PHSH evaluation for 0a53c4fb-fe19-4bb1-9ceb-4a3c2289b6b2
2024-04-14T01:10:17.631Z,"""cape-core""","""1.755.0""",899,2.1107358932495100,Producing a PHSH evaluation for 836544e9-de0f-4d6b-baad-430aa8c0ef73
2024-04-14T01:08:48.574Z,"""cape-core""","""1.755.0""",6573,1.3522725105285600,Producing a BNGN evaluation for 28d24cd7-9e70-4239-a2cb-4ec1919490ad
2024-04-14T00:53:46.441Z,"""cape-core""","""1.755.0""",414,0.7707054615020750,Producing a PHSH evaluation for 2d05dca5-9c09-4f86-9e71-47055f362e5a
2024-04-14T00:48:31.365Z,"""cape-core""","""1.755.0""",533,0.7504358291625980,Producing a FLTR evaluation for 559ad3a3-db8a-4042-a6e5-4c4a9c3f8f7f
2024-04-14T00:42:41.335Z,"""cape-core""","""1.755.0""",536,0.7413623332977300,Producing a FLTR evaluation for adbeb54c-9307-4db4-a2e9-450a487b7a5c
2024-04-14T00:39:54.518Z,"""cape-core""","""1.755.0""",1509,0.8214397430419920,Producing a PHSH evaluation for 1ff29909-8c86-4970-8d41-4e66f4d7c43e
2024-04-14T00:38:21.389Z,"""cape-core""","""1.755.0""",456,0.7605423927307130,Producing a SPAM evaluation for b957cae1-83da-4856-ac98-45516469dd25
2024-04-14T00:30:35.200Z,"""cape-core""","""1.755.0""",337,0.701378345489502,Producing a PHSH evaluation for d7144358-91dd-4988-bd2b-44ddf9ff7f85
2024-04-14T00:30:34.610Z,"""cape-core""","""1.755.0""",337,0.7237586975097660,Producing a PHSH evaluation for 5212c5f3-8c02-4376-a4cb-4bc4c765e222
2024-04-14T00:13:28.590Z,"""cape-core""","""1.755.0""",549,0.878819465637207,Producing a SPAM evaluation for 26c57b3c-2b4b-400f-9f32-4d9d2e64370d
2024-04-14T00:06:21.838Z,"""cape-core""","""1.755.0""",1086,1.0382447242736800,Producing a BNGN evaluation for b437dcc9-4b95-4e51-880a-43e3ec3e3a99
2024-04-13T23:55:03.599Z,"""cape-core""","""1.755.0""",1236,1.015789270401000,Producing a SPAM evaluation for 9e291b3a-9086-40c2-ba4d-4cf5df44fc3d
2024-04-13T23:49:13.500Z,"""cape-core""","""1.755.0""",469,2.82604718208313,Producing a SPAM evaluation for 96f78703-c92a-4bef-a03a-4bd56bbbf958
2024-04-13T23:42:49.397Z,"""cape-core""","""1.755.0""",1328,2.7945473194122300,Producing a PHSH evaluation for 1d38b437-0b83-4337-982a-4817e1113f5f
2024-04-13T23:42:45.645Z,"""cape-core""","""1.755.0""",1328,0.9765453338623050,Producing a PHSH evaluation for efd7c886-2071-4142-95e8-457a90f3fc68
2024-04-13T23:39:58.930Z,"""cape-core""","""1.755.0""",468,1.3152964115142800,Producing a SPAM evaluation for 690dd284-6f02-4be0-98c7-4b503d125e9b
2024-04-13T23:29:20.561Z,"""cape-core""","""1.755.0""",534,1.0274410247802700,Producing a FLTR evaluation for 01ac2a9c-1f7c-4c7a-9742-4cc7b3049dfd
2024-04-13T23:09:17.700Z,"""cape-core""","""1.755.0""",6801,1.2948760986328100,Producing a PHSH evaluation for d15cc0a8-1778-4488-a7e9-4332fc2ca281
2024-04-13T23:07:43.452Z,"""cape-core""","""1.755.0""",558,0.7340714931488040,Producing a SPAM evaluation for ee57f5b6-538c-48d1-914b-40daf63ddf84
2024-04-13T23:02:52.579Z,"""cape-core""","""1.755.0""",10262,1.7899723052978500,Producing a GREY evaluation for 234d5f54-82ce-4872-9a22-445f93a4fc4e
2024-04-13T23:02:17.370Z,"""cape-core""","""1.755.0""",4188,1.1431033611297600,Producing a SPAM evaluation for ccc2761c-cd65-4630-90be-4c3ec6fd31a6
2024-04-13T22:49:22.395Z,"""cape-core""","""1.755.0""",462,0.7453627586364750,Producing a PHSH evaluation for f2c5af25-055c-4509-aa91-4834cbf81be9
2024-04-13T22:44:53.529Z,"""cape-core""","""1.755.0""",1374,1.0068464279174800,Producing a BNGN evaluation for 42196817-9558-4eea-bd91-41b687b8a10f
2024-04-13T22:41:51.294Z,"""cape-core""","""1.755.0""",293,0.7982349395751950,Producing a PHSH evaluation for 148f2322-b861-4fc7-8c7b-4bc856f70736
2024-04-13T22:28:18.649Z,"""cape-core""","""1.755.0""",456,0.9341111183166500,Producing a PHSH evaluation for 85ff8eaa-9376-4732-831c-4c884163a5be
2024-04-13T22:20:35.257Z,"""cape-core""","""1.755.0""",368,1.345670461654660,Producing a PHSH evaluation for b8ffe825-f608-4d34-8ba5-4b9b80add4c6
2024-04-13T22:17:18.490Z,"""cape-core""","""1.755.0""",425,0.7575802803039550,Producing a PHSH evaluation for f04f7d8b-edb6-41de-ab31-41fcbbf7b5ef
2024-04-13T22:17:18.479Z,"""cape-core""","""1.755.0""",425,0.793736457824707,Producing a PHSH evaluation for 8e0e0111-41bf-4468-953b-4dc8e2d73493
2024-04-13T22:16:36.366Z,"""cape-core""","""1.755.0""",273,0.7813138961791990,Producing a PHSH evaluation for cfd7b87d-0834-4764-b27c-4b0013c45ada
2024-04-13T22:13:20.614Z,"""cape-core""","""1.755.0""",729,0.8882555961608890,Producing a PHSH evaluation for ade8139c-5e09-49c8-b688-4d08911a5e92
2024-04-13T22:11:45.684Z,"""cape-core""","""1.755.0""",743,0.8131253719329830,Producing a SPAM evaluation for cc4b67f2-da09-4363-931e-41e94fe863f6
2024-04-13T22:10:23.269Z,"""cape-core""","""1.755.0""",460,0.7860293388366700,Producing a PHSH evaluation for 4af38933-bc9e-4366-bc91-4d8d8096c1ba
2024-04-13T22:10:20.551Z,"""cape-core""","""1.755.0""",460,0.8885934352874760,Producing a PHSH evaluation for 3f6551e5-cc7f-4587-b127-4cdbd342aea2
2024-04-13T22:07:49.971Z,"""cape-core""","""1.755.0""",1026,0.8003449440002440,Producing a SPAM evaluation for 34863346-84bb-4b24-94dd-49a10b194798
2024-04-13T21:49:17.385Z,"""cape-core""","""1.755.0""",363,0.7579519748687740,Producing a PHSH evaluation for ac2d72ca-cdce-4cee-bded-40dc6131468c
2024-04-13T21:41:52.431Z,"""cape-core""","""1.755.0""",439,0.9168219566345220,Producing a PHSH evaluation for 9e64010d-bab0-4223-8514-437d60626d83
2024-04-13T21:31:27.917Z,"""cape-core""","""1.755.0""",1325,1.2430026531219500,Producing a PHSH evaluation for 01f4843c-e9ec-42c8-b82c-45413c0ff33a
2024-04-13T21:31:27.722Z,"""cape-core""","""1.755.0""",1325,0.9641499519348150,Producing a PHSH evaluation for 4b4991c3-4e20-4129-ae07-41f9428f49a0
2024-04-13T21:26:19.574Z,"""cape-core""","""1.755.0""",369,0.8924803733825680,Producing a PHSH evaluation for c524422d-82f7-41fe-b6b2-441d23944577
2024-04-13T21:21:06.592Z,"""cape-core""","""1.755.0""",286,0.7113289833068850,Producing a PHSH evaluation for f68e36f6-a6bb-475a-aa77-4729f095dfa9
2024-04-13T21:17:11.407Z,"""cape-core""","""1.755.0""",373,0.8276286125183110,Producing a PHSH evaluation for 06215a5a-86ba-4104-b139-4931706bbcc5
2024-04-13T21:11:15.996Z,"""cape-core""","""1.755.0""",1103,1.378373384475710,Producing a PHSH evaluation for b1b13b9e-9c08-4b83-8360-4017b8fd893d
2024-04-13T21:09:35.309Z,"""cape-core""","""1.755.0""",363,0.760998010635376,Producing a PHSH evaluation for 61227274-f9ad-4c55-96c7-434256c96996
2024-04-13T21:09:30.461Z,"""cape-core""","""1.755.0""",363,0.7996559143066410,Producing a PHSH evaluation for a6cafb5d-079e-4b75-9213-4cca43094b6f
2024-04-13T21:09:14.366Z,"""cape-core""","""1.755.0""",342,0.7532930374145510,Producing a PHSH evaluation for ca87e749-8ba9-4f87-b3d0-43996419bb9c
2024-04-13T21:09:13.426Z,"""cape-core""","""1.755.0""",342,0.8141050338745120,Producing a PHSH evaluation for cec77c41-fdf9-429f-aabf-44573fadcdd0
2024-04-13T21:07:37.678Z,"""cape-core""","""1.755.0""",1109,0.9259204864501950,Producing a BNGN evaluation for 867c0917-d826-4b6d-be45-4509d1999cfd
2024-04-13T21:07:13.430Z,"""cape-core""","""1.755.0""",369,0.7760546207427980,Producing a PHSH evaluation for f76293b5-6d14-41ff-b120-4933e24fc53e
2024-04-13T21:06:54.159Z,"""cape-core""","""1.755.0""",621,1.5311272144317600,Producing a PHSH evaluation for dfaa586e-ad50-4e97-941d-4e6427e3fe26
2024-04-13T21:05:34.805Z,"""cape-core""","""1.755.0""",2907,1.1195995807647700,Producing a PHSH evaluation for ee1d95d1-8f58-482b-99b1-4486da177883
2024-04-13T20:40:26.586Z,"""cape-core""","""1.755.0""",320,0.8875534534454350,Producing a PHSH evaluation for c381998d-c565-413b-823c-4e47c9f34876
2024-04-13T20:38:46.424Z,"""cape-core""","""1.755.0""",435,0.7284581661224370,Producing a PHSH evaluation for c63af211-4c7d-4025-89b5-42423cea4ea0
2024-04-13T20:32:31.473Z,"""cape-core""","""1.755.0""",623,0.7697474956512450,Producing a SPAM evaluation for 452f9f10-6eab-4d22-8331-40bb8b95dfd3
2024-04-13T20:28:21.931Z,"""cape-core""","""1.755.0""",358,0.4517481327056890,Producing a PHSH evaluation for 99642da3-fc7c-456f-b266-4d1e9d71bbe0
2024-04-13T20:28:20.333Z,"""cape-core""","""1.755.0""",358,0.7718298435211180,Producing a PHSH evaluation for f98ce67b-f368-41a6-911d-498d07d5a0c0
2024-04-13T20:23:29.245Z,"""cape-core""","""1.755.0""",429,0.7547388076782230,Producing a PHSH evaluation for 9274b448-c1a0-4f8a-abde-4480614f4935
2024-04-13T20:23:28.418Z,"""cape-core""","""1.755.0""",429,0.8523461818695070,Producing a PHSH evaluation for d5bcea8c-91a1-44cf-86d3-40e2c05688a7
2024-04-13T20:21:25.752Z,"""cape-core""","""1.755.0""",332,0.8440196514129640,Producing a PHSH evaluation for 17e76f65-14a7-4a3d-a288-40b430c40e7f
2024-04-13T20:21:22.637Z,"""cape-core""","""1.755.0""",332,2.8552494049072300,Producing a PHSH evaluation for 6a13ab9f-10a5-44ac-8128-41aa0431f852
2024-04-13T20:20:19.550Z,"""cape-core""","""1.755.0""",320,0.9315145015716550,Producing a BEC evaluation for 799ec268-41d1-4b85-9df2-4e117446156f
2024-04-13T20:10:03.506Z,"""cape-core""","""1.755.0""",772,2.7197628021240200,Producing a GREY evaluation for 65909844-6a54-4bfc-a05f-4340e8849405
2024-04-13T20:05:12.068Z,"""cape-core""","""1.755.0""",496,1.2063500881195100,Producing a PHSH evaluation for e0457923-16c3-4335-9ae4-494b84e14d7a
2024-04-13T20:01:44.295Z,"""cape-core""","""1.755.0""",496,0.7367544174194340,Producing a PHSH evaluation for 0beb0ec9-c7dd-4b49-99e7-49d8d82c14e3
2024-04-13T20:01:36.491Z,"""cape-core""","""1.755.0""",496,0.8124711513519290,Producing a PHSH evaluation for 813d8180-f6d0-48c8-baed-47fa2977867d
2024-04-13T20:00:18.341Z,"""cape-core""","""1.755.0""",9656,1.5950791835784900,Producing a GREY evaluation for b1cce9c9-1f5e-40f8-9c27-44a16c537871
2024-04-13T20:00:11.967Z,"""cape-core""","""1.755.0""",8223,1.5148184299469000,Producing a GREY evaluation for 42cc8238-96bc-48bf-8b54-4bed8dea6a3d
2024-04-13T19:59:31.556Z,"""cape-core""","""1.755.0""",494,0.9981567859649660,Producing a PHSH evaluation for 7b20c905-d75b-4d06-9f63-43c6c479bea9
2024-04-13T19:59:30.319Z,"""cape-core""","""1.755.0""",494,0.7704389095306400,Producing a PHSH evaluation for ef4f7ea8-40d1-4cee-9a72-4854f2f48345
2024-04-13T19:56:06.424Z,"""cape-core""","""1.755.0""",332,0.7606222629547120,Producing a PHSH evaluation for 3020ec05-bb7a-4e3a-8d9a-4e0674f942cf
2024-04-13T19:56:05.463Z,"""cape-core""","""1.755.0""",332,0.9132988452911380,Producing a PHSH evaluation for ed408d9c-1eb4-4d07-8963-4c9012435fec
2024-04-13T19:50:37.514Z,"""cape-core""","""1.755.0""",622,0.9389224052429200,Producing a PHSH evaluation for ea5706e6-f3d5-4506-95a6-42a32edea852
2024-04-13T19:49:47.538Z,"""cape-core""","""1.755.0""",418,0.946932315826416,Producing a PHSH evaluation for fd9bed15-9d06-4c3f-9179-4e397bf57d90
2024-04-13T19:44:28.713Z,"""cape-core""","""1.755.0""",404,0.8601090908050540,Producing a PHSH evaluation for 0ebb594d-49f7-4e79-a6f7-4c425a1dc1c4
2024-04-13T19:44:26.620Z,"""cape-core""","""1.755.0""",404,0.9356911182403560,Producing a PHSH evaluation for c648a11a-4c34-40b6-8fb1-4037acd0e8d7
2024-04-13T19:39:08.509Z,"""cape-core""","""1.755.0""",440,0.7381248474121090,Producing a BNGN evaluation for 29af3ca7-ff19-4724-983b-4e9b5dc7668d
2024-04-13T19:34:32.704Z,"""cape-core""","""1.755.0""",2689,2.692258834838870,Producing a PHSH evaluation for 442ad6be-38a4-41a3-99b8-4a66cebbd7a8
2024-04-13T19:34:18.964Z,"""cape-core""","""1.755.0""",1475,0.9566562175750730,Producing a PHSH evaluation for 79b03d59-284f-4602-8c97-4e7055ebb34c
2024-04-13T19:33:07.584Z,"""cape-core""","""1.755.0""",447,0.7362372875213620,Producing a PHSH evaluation for e6f19ab7-e0f5-49c8-9d49-4aace0b606e0
2024-04-13T19:31:21.834Z,"""cape-core""","""1.755.0""",302,1.1183485984802200,Producing a SPAM evaluation for f2ed5a1e-2aee-4692-ac20-48f626f0837d
2024-04-13T19:30:03.855Z,"""cape-core""","""1.755.0""",810,1.0486085414886500,Producing a PHSH evaluation for 1c9fcee2-5fb6-4596-b0e2-47a2eab8bc20
2024-04-13T19:13:34.918Z,"""cape-core""","""1.755.0""",413,0.725123405456543,Producing a PHSH evaluation for 17173be4-34e6-49c3-bfd8-4bc86adb98d7
2024-04-13T19:13:33.512Z,"""cape-core""","""1.755.0""",413,0.8786454200744630,Producing a PHSH evaluation for 1f8137a7-1ebb-4194-bbef-45637c37c616
2024-04-13T19:06:56.803Z,"""cape-core""","""1.755.0""",601,2.2133634090423600,Producing a PHSH evaluation for 1c426281-ff91-4543-a50d-4f520e77f61c
2024-04-13T19:06:56.793Z,"""cape-core""","""1.755.0""",601,2.062892436981200,Producing a PHSH evaluation for 0d30a931-b6fe-4925-94b1-47aa4d07c073
2024-04-13T19:05:07.652Z,"""cape-core""","""1.755.0""",547,0.979407787322998,Producing a BNGN evaluation for 7a3424e8-be0f-421e-b167-4b84886d8e66
2024-04-13T19:00:18.977Z,"""cape-core""","""1.755.0""",9589,1.964867353439330,Producing a GREY evaluation for bfe40eeb-88c2-436a-9e7a-47c5ec63c6de
2024-04-13T18:56:20.539Z,"""cape-core""","""1.755.0""",626,0.7712018489837650,Producing a SPAM evaluation for e06352de-7e21-4013-b888-4e48fb51f230
2024-04-13T18:46:22.933Z,"""cape-core""","""1.755.0""",449,0.897834062576294,Producing a SPAM evaluation for 38c4844b-0857-4fad-9f75-41439cd68c51
2024-04-13T18:40:14.689Z,"""cape-core""","""1.755.0""",447,0.9573869705200200,Producing a PHSH evaluation for 86a58608-9b3d-4d42-b012-402c11367591
2024-04-13T18:36:24.758Z,"""cape-core""","""1.755.0""",412,0.8842132091522220,Producing a PHSH evaluation for a4917d48-e72d-4b1f-95ed-4bdd6983899a
2024-04-13T18:36:24.278Z,"""cape-core""","""1.755.0""",412,1.6780116558075000,Producing a PHSH evaluation for b46b95cf-87c9-47aa-ace1-4224eebe5a55
2024-04-13T18:33:39.904Z,"""cape-core""","""1.755.0""",499,0.8563733100891110,Producing a SPAM evaluation for 0d778f4b-cd42-455f-a2dd-47d6f14180cd
2024-04-13T18:27:10.355Z,"""cape-core""","""1.755.0""",2741,1.0201852321624800,Producing a PHSH evaluation for 57b34890-fcac-4ffd-8445-488715deaa65
2024-04-13T18:26:31.302Z,"""cape-core""","""1.755.0""",324,2.747955799102780,Producing a PHSH evaluation for 3e29e88d-6bee-4fa1-9cba-47517e92d0a8
2024-04-13T18:21:23.812Z,"""cape-core""","""1.755.0""",446,0.996539831161499,Producing a PHSH evaluation for b4a00d7b-c8c1-43e4-9126-48a8528bbd92
2024-04-13T18:13:39.646Z,"""cape-core""","""1.755.0""",767,0.8064346313476560,Producing a PHSH evaluation for 0f07bd54-de85-4ef2-8d78-4df29381635d
2024-04-13T18:05:21.842Z,"""cape-core""","""1.755.0""",6033,1.5825574398040800,Producing a PHSH evaluation for ac9659cc-12af-4779-8360-45105291d777
2024-04-13T18:04:12.704Z,"""cape-core""","""1.755.0""",385,1.0060036182403600,Producing a SPAM evaluation for b39b1d4a-ed49-46a4-8315-4a10500dba37
2024-04-13T18:03:04.277Z,"""cape-core""","""1.755.0""",390,0.6877124309539800,Producing a SPAM evaluation for fcff274b-0a36-47b5-a798-412a884172d9
2024-04-13T18:02:22.836Z,"""cape-core""","""1.755.0""",421,0.9859085083007810,Producing a PHSH evaluation for 5c891e82-7d1d-4b84-b70a-48e279ad9326
2024-04-13T17:54:18.538Z,"""cape-core""","""1.755.0""",389,0.9228367805480960,Producing a PHSH evaluation for 12bdce87-a9c1-4fd9-9e78-43eb284f117f
2024-04-13T17:54:18.493Z,"""cape-core""","""1.755.0""",389,0.9730005264282230,Producing a PHSH evaluation for 8df48276-4db8-47dd-bacd-49d97e7a659a
